product_id,product_name,category,price,review_score,review_count,sales_month_1,sales_month_2,sales_month_3,sales_month_4,sales_month_5,sales_month_6,sales_month_7,sales_month_8,sales_month_9,sales_month_10,sales_month_11,sales_month_12
144,Product_144,Books,153.93,3.3,79,177,165,719,419,893,484,219,699,452,122,258,17
145,Product_145,Electronics,146,2.1,726,411,656,405,21,481,981,839,371,714,348,291,164
146,Product_146,Toys,23.26,4.5,628,877,841,607,205,283,971,726,479,23,707,810,524
147,Product_147,Clothing,306.73,4.2,604,52,369,421,638,898,257,220,817,955,329,142,201
148,Product_148,Health,253.83,3.6,782,407,794,711,847,74,638,388,150,862,408,992,740
149,Product_149,Books,30.48,4.4,923,846,53,246,956,165,996,553,140,310,990,936,345
150,Product_150,Electronics,142.93,4.5,381,21,689,71,355,188,902,646,68,460,322,746,365
151,Product_151,Sports,454.59,3.8,680,29,418,829,439,77,281,41,259,207,110,626,976
152,Product_152,Books,123.58,4.3,58,702,755,184,728,946,985,675,987,791,769,364,447
153,Product_153,Books,76.72,3.8,796,259,506,5,95,601,87,872,845,716,88,89,512
154,Product_154,Books,247.28,3.7,26,204,340,205,928,687,203,282,967,663,432,719,318
155,Product_155,Home & Kitchen,492.9,3.5,881,58,126,543,940,20,15,57,520,437,709,163,216
156,Product_156,Electronics,124.82,4,447,470,408,610,163,565,150,813,632,537,793,480,33
157,Product_157,Electronics,337.71,1.6,66,775,923,905,147,183,935,833,370,705,711,83,870
158,Product_158,Books,382,4.5,921,465,366,386,529,870,253,536,418,335,98,76,265
159,Product_159,Clothing,122.63,4.5,760,11,270,767,293,221,187,72,100,421,538,672,639
160,Product_160,Books,365.47,1.1,254,630,643,698,194,826,328,884,660,749,600,516,723
161,Product_161,Home & Kitchen,187.05,4.3,899,926,604,75,662,327,543,922,953,320,145,484,774
162,Product_162,Toys,317.99,1.5,968,973,378,176,479,178,782,128,657,496,693,589,823
163,Product_163,Home & Kitchen,318.6,2.3,44,289,72,826,876,787,996,598,864,586,256,602,79
164,Product_164,Clothing,270.21,4,97,849,922,798,122,111,396,841,967,946,188,598,676
165,Product_165,Books,49.69,1.6,554,759,921,348,399,735,516,425,242,162,239,781,412
166,Product_166,Electronics,418.47,4.3,227,353,914,254,698,725,458,947,752,810,870,103,251
167,Product_167,Health,163.79,4.3,774,638,247,836,964,58,329,664,511,540,898,451,11
168,Product_168,Sports,97.33,3,679,74,859,701,451,326,819,693,848,164,502,486,400
169,Product_169,Books,25.18,1,436,872,784,307,660,904,844,124,554,848,707,338,815
170,Product_170,Clothing,297.49,2.1,791,715,42,344,103,620,168,66,94,697,808,686,723
171,Product_171,Electronics,340.39,3.5,601,560,376,126,754,896,692,5,225,565,676,565,281
172,Product_172,Home & Kitchen,13.21,4.9,379,590,40,936,461,668,365,636,517,294,818,899,111
173,Product_173,Toys,258.49,3.5,178,440,169,286,742,190,177,313,213,41,270,477,722
174,Product_174,Toys,117.12,2,427,990,945,765,990,199,654,325,717,923,519,722,377
175,Product_175,Health,324.36,3.5,915,240,211,724,717,311,361,564,66,284,549,606,750
176,Product_176,Books,91.31,3.2,709,860,492,761,709,707,759,577,395,938,113,222,267
177,Product_177,Home & Kitchen,347.01,4.1,307,153,679,595,395,34,638,825,611,386,338,8,916
178,Product_178,Health,196.43,1.4,779,785,38,486,911,378,774,505,11,137,567,52,297
179,Product_179,Sports,468.68,4,504,95,368,382,336,386,39,81,236,186,942,76,316
180,Product_180,Sports,73.07,3.2,268,725,756,405,598,757,923,598,833,909,985,717,569
181,Product_181,Health,173.83,4.9,586,293,150,387,141,236,415,1,769,715,358,502,508
182,Product_182,Clothing,61.17,2.4,8,208,110,524,316,615,354,203,398,430,649,315,949
183,Product_183,Toys,462.72,3.5,920,342,479,556,710,518,254,661,406,553,613,813,545
184,Product_184,Home & Kitchen,439.28,4.7,508,87,435,638,557,282,142,804,924,861,333,821,774
185,Product_185,Books,132.68,1.4,476,817,46,937,799,0,751,403,848,415,688,841,364
186,Product_186,Electronics,331.69,4.7,297,775,574,625,526,730,739,102,479,799,168,623,546
187,Product_187,Books,409.52,3.8,164,936,736,944,555,463,852,535,646,425,338,862,270
188,Product_188,Books,279.82,1.3,485,389,365,275,400,229,709,367,221,415,797,164,960
189,Product_189,Home & Kitchen,267.18,2.2,597,324,68,499,680,966,576,211,155,25,260,278,473
190,Product_190,Toys,124.72,3.8,72,939,298,716,309,171,899,576,653,370,886,26,738
191,Product_191,Home & Kitchen,51.09,1.3,567,888,943,336,494,86,10,960,427,384,734,69,536
192,Product_192,Electronics,449.12,3.3,905,831,801,949,555,552,619,208,157,55,198,217,233
193,Product_193,Health,450.71,2.4,559,156,295,931,609,122,25,762,976,252,210,961,58
194,Product_194,Home & Kitchen,318.39,3.5,911,667,202,480,772,842,956,896,415,633,286,364,250
195,Product_195,Clothing,172.82,1.2,944,650,60,896,108,297,420,116,325,105,691,700,846
196,Product_196,Books,177.86,4.5,238,632,945,910,794,884,662,627,370,129,761,844,85
197,Product_197,Toys,364.35,4.9,104,576,962,972,371,928,220,748,343,848,742,946,762
198,Product_198,Sports,449.07,4.9,210,618,829,272,854,689,852,477,261,669,471,305,389
199,Product_199,Electronics,444.11,4,554,658,313,919,615,574,495,104,282,375,481,123,179
200,Product_200,Sports,391.04,1.5,828,136,160,57,767,483,236,494,849,742,22,18,718
201,Product_201,Books,322.81,4,468,922,330,327,890,164,236,770,855,966,559,256,855
202,Product_202,Home & Kitchen,46.65,1.1,454,673,527,730,205,1000,218,45,228,307,108,295,148
203,Product_203,Sports,85.01,1.1,268,427,337,108,846,698,486,822,887,90,295,927,582
204,Product_204,Clothing,449.78,2.3,386,451,605,278,42,382,935,330,279,392,5,21,120
205,Product_205,Home & Kitchen,305.18,3,775,611,303,685,864,208,460,215,869,533,549,879,764
206,Product_206,Books,9.55,4.1,848,849,502,327,244,738,662,981,289,801,680,988,604
207,Product_207,Sports,55.23,3.7,387,910,649,775,286,431,634,959,679,109,867,449,255
208,Product_208,Health,333.43,2.8,877,818,337,314,354,388,143,491,46,560,794,551,765
209,Product_209,Electronics,7.51,2.1,259,140,549,473,784,559,989,812,974,640,202,549,863
210,Product_210,Sports,84.6,5,283,82,638,110,475,223,188,921,714,584,324,47,799
211,Product_211,Health,276.62,2.7,626,176,274,698,82,2,254,844,213,339,824,694,308
212,Product_212,Health,347.49,2.8,875,197,163,780,109,371,67,448,757,564,784,586,58
213,Product_213,Sports,327.72,1.7,40,623,442,934,949,686,615,535,23,978,243,720,68
214,Product_214,Toys,116.01,4.2,486,567,318,228,189,445,335,510,320,355,326,182,445
215,Product_215,Sports,357.53,3.8,929,971,588,496,982,610,670,457,273,891,986,434,387
216,Product_216,Books,122.44,1.9,220,690,503,155,799,115,820,546,555,167,46,106,85
217,Product_217,Health,166.07,1.3,129,420,685,472,935,269,873,535,843,556,760,187,785
218,Product_218,Electronics,374.51,3.7,520,400,386,700,908,446,408,539,312,451,590,775,226
219,Product_219,Books,326.57,3.6,613,697,969,271,250,367,299,483,362,904,621,85,592
220,Product_220,Clothing,425.37,2.1,928,470,869,886,723,252,907,975,667,104,12,835,625
221,Product_221,Home & Kitchen,330.52,4.8,892,217,832,1,290,316,601,999,999,149,906,842,183
222,Product_222,Sports,286.31,1.6,688,924,887,757,644,414,356,15,379,145,379,455,791
223,Product_223,Toys,51.37,2.7,619,928,602,721,200,94,255,570,710,715,364,136,321
224,Product_224,Electronics,187.02,4.8,613,827,749,510,796,784,352,976,918,873,601,857,908
225,Product_225,Toys,136.28,2.7,260,986,775,912,325,891,731,242,980,298,341,897,317
226,Product_226,Toys,125.77,3.6,990,728,690,285,510,23,520,949,673,166,859,335,565
227,Product_227,Toys,486.64,2.6,966,631,493,870,408,627,523,206,906,712,791,606,398
228,Product_228,Sports,199.58,2.1,366,950,489,12,606,662,836,911,469,645,220,837,708
229,Product_229,Electronics,446.56,4.9,758,905,720,607,789,849,949,270,745,722,72,756,898
230,Product_230,Electronics,317.41,2.6,787,174,72,497,961,49,755,760,674,47,745,468,292
231,Product_231,Health,398.43,4.6,544,22,508,732,940,501,693,993,115,637,771,601,292
232,Product_232,Toys,253.81,1.9,649,724,389,237,836,717,283,778,604,238,624,570,484
233,Product_233,Health,290.57,1.9,524,916,618,93,507,497,311,704,41,6,45,402,898
234,Product_234,Health,248.8,1.1,907,234,856,337,730,334,98,846,795,463,503,539,446
235,Product_235,Home & Kitchen,101.65,3.6,814,12,294,780,600,78,196,729,378,452,273,71,802
236,Product_236,Sports,362.61,2.5,887,100,368,170,71,581,481,114,721,783,554,781,691
237,Product_237,Sports,143.98,4.5,16,928,955,980,246,26,877,579,205,896,207,23,982
238,Product_238,Books,17.04,2.9,129,535,795,605,640,270,225,298,465,370,928,623,891
239,Product_239,Health,324.51,4.9,575,875,864,660,723,561,844,836,731,548,860,811,411
240,Product_240,Sports,92.67,1.7,109,522,693,623,939,803,614,482,279,486,614,484,507
241,Product_241,Toys,470.53,4.5,887,784,548,566,854,246,617,396,647,210,123,55,733
242,Product_242,Clothing,477.19,4.1,533,451,648,848,607,775,364,393,617,164,9,985,785
243,Product_243,Toys,457.86,4.1,670,430,849,935,586,590,367,74,117,124,328,222,889
244,Product_244,Electronics,188.23,4.4,269,792,567,466,934,386,569,977,236,336,186,631,243
245,Product_245,Sports,12.65,4,162,605,186,627,565,701,589,481,308,191,542,178,419
246,Product_246,Sports,464.52,3.5,260,712,852,142,343,558,74,102,455,729,667,799,928
247,Product_247,Books,216.95,1.5,924,532,769,200,970,972,41,296,899,213,59,433,959
248,Product_248,Health,483.49,1.1,102,851,444,179,924,360,421,177,474,573,760,936,153
249,Product_249,Clothing,481.99,4.7,506,978,569,713,53,865,835,214,99,327,898,449,815
250,Product_250,Sports,427.24,3.5,735,722,362,363,729,983,180,966,260,956,885,792,423
251,Product_251,Books,150.75,4.2,571,651,122,478,527,487,544,314,992,380,950,883,272
252,Product_252,Books,195.62,2.9,247,292,187,564,610,351,70,38,304,672,781,491,935
253,Product_253,Clothing,426.31,1.5,640,809,741,470,531,700,567,258,353,577,441,188,646
254,Product_254,Toys,161.88,1.5,795,912,679,383,557,927,104,715,285,797,216,577,824
255,Product_255,Toys,88.9,3.7,837,100,419,691,962,255,199,6,327,238,910,809,519
256,Product_256,Toys,280.62,2.7,537,501,625,925,192,221,100,48,102,531,1,960,127
257,Product_257,Home & Kitchen,468.4,1.8,131,303,251,416,894,883,767,537,62,699,535,419,372
258,Product_258,Health,349.53,3,353,870,618,824,57,752,306,160,686,81,717,248,567
259,Product_259,Health,287.18,1.3,196,539,548,307,436,780,585,868,281,362,831,587,637
260,Product_260,Toys,53.1,3.3,793,552,334,648,110,0,682,175,440,504,710,648,158
261,Product_261,Clothing,309.43,2.1,916,354,91,693,128,545,376,590,292,201,355,163,570
262,Product_262,Home & Kitchen,495.08,4.2,930,302,529,366,848,445,654,1,737,919,625,744,569
263,Product_263,Health,74.34,2.2,666,495,865,0,705,78,677,1000,6,503,791,254,651
264,Product_264,Toys,261.57,2.8,382,657,62,43,924,235,398,894,638,643,666,475,175
265,Product_265,Home & Kitchen,439.3,1,645,767,661,738,851,333,772,454,935,36,164,805,926
266,Product_266,Clothing,371.68,1.3,227,973,511,842,325,888,220,927,91,643,997,416,619
267,Product_267,Toys,350.02,2.6,701,226,138,97,7,348,594,643,934,588,733,169,210
268,Product_268,Electronics,352.73,2.9,476,235,697,719,28,97,181,275,189,600,90,316,446
269,Product_269,Sports,182.95,3.4,477,872,184,264,111,81,306,497,870,972,166,173,585
270,Product_270,Clothing,150.33,2.2,265,891,204,799,946,501,521,628,475,401,958,469,166
271,Product_271,Books,405.63,3.8,372,454,771,782,672,966,395,675,510,764,206,344,459
272,Product_272,Books,406.01,4.4,486,1000,213,139,130,476,3,799,461,855,281,444,915
273,Product_273,Clothing,434.2,4.1,434,12,255,480,187,926,862,27,52,705,64,17,356
274,Product_274,Books,457.05,1.2,646,209,134,236,674,703,913,332,753,175,887,69,303
275,Product_275,Health,258.11,2.9,211,740,572,973,708,764,847,0,485,544,515,337,232
276,Product_276,Clothing,253.25,1.4,572,396,874,952,474,920,999,187,643,569,156,627,326
277,Product_277,Electronics,400.16,2,940,99,821,903,363,549,803,55,489,466,760,591,883
278,Product_278,Clothing,326.73,4.9,377,30,87,71,203,13,280,546,977,200,768,526,181
279,Product_279,Toys,352.47,1.6,395,897,835,666,211,391,214,111,363,539,746,687,633
280,Product_280,Toys,398.92,3,450,527,987,189,620,346,971,797,111,546,305,455,333
281,Product_281,Home & Kitchen,445.55,3.5,943,648,206,267,275,309,609,309,408,998,877,268,714
282,Product_282,Books,172.31,3.8,364,328,128,320,72,385,419,35,6,636,981,630,966
283,Product_283,Sports,190.91,3.2,876,165,822,106,678,208,100,438,741,393,394,810,28
284,Product_284,Books,51.52,1,457,458,2,231,771,356,962,728,667,832,73,187,713
285,Product_285,Health,291.25,2.3,725,821,973,41,242,973,520,591,196,41,186,568,92
286,Product_286,Clothing,22.79,3.1,728,951,933,701,786,600,572,825,834,596,573,710,840
287,Product_287,Sports,235.47,1.4,226,981,753,882,101,567,308,594,875,392,336,528,867
288,Product_288,Sports,273.61,2.4,982,992,120,138,986,93,657,576,734,699,675,433,687
289,Product_289,Books,146.84,1.1,131,99,384,614,684,92,938,324,366,622,567,287,329
290,Product_290,Sports,297.46,1.3,588,620,613,682,170,339,930,639,249,782,622,917,722
291,Product_291,Sports,20.1,2.6,476,854,37,862,652,596,509,306,915,994,729,566,183
292,Product_292,Toys,23.49,1.5,798,172,340,272,908,444,62,533,594,440,239,498,94
293,Product_293,Electronics,412.19,3.3,986,748,924,480,187,756,632,727,239,836,532,440,784
294,Product_294,Clothing,183.29,3.8,277,161,644,415,440,21,225,618,379,616,140,780,648
295,Product_295,Books,67.89,4.2,156,904,713,505,85,290,104,108,906,505,264,302,748
296,Product_296,Toys,263.51,1.8,760,727,859,732,475,484,973,371,871,917,138,86,352
297,Product_297,Health,386.15,1.7,218,775,20,724,51,783,771,356,834,319,458,829,929
298,Product_298,Health,111.83,1.4,190,262,241,852,110,305,860,180,470,552,69,437,940
299,Product_299,Home & Kitchen,313.33,3.5,417,803,454,423,948,633,424,355,774,214,384,540,983
300,Product_300,Sports,47.25,3.8,981,273,962,406,876,127,254,675,918,70,629,21,264
301,Product_301,Sports,30.58,1.1,675,2,620,567,853,624,428,67,700,567,197,832,646
302,Product_302,Books,268.02,4.7,692,27,302,389,42,938,433,291,454,918,204,796,655
303,Product_303,Electronics,272.61,1.2,546,325,595,341,210,272,206,691,365,235,725,559,18
